chn_1,chn_2,chn_3,chn_4,marker
7.73262303399289,-7580.00514474325,-9710.73825636896,-11879.9203914263,0
7.73262303399289,-7654.57314000977,-9706.37005322071,-11577.0128043652,0
8.73262303399289,-7470.30452929297,-9772.28391998977,-11133.8084803162,0
8.73262303399289,-7724.27739538392,-9447.69239298551,-11318.3407539799,0
9.73262303399289,-8103.29568644334,-9523.36178878898,-11016.6074955048,0
9.73262303399289,-8136.91925699497,-9408.75255464686,-10946.9948676796,0
10.7326230339929,-8512.40147264628,-8924.15688783832,-11263.1155212842,0
10.7326230339929,-8385.7871596464,-9333.39918038965,-11583.441692389,0
11.7326230339929,-8265.99816406565,-9334.45944202708,-11993.8396140266,0
11.7326230339929,-8058.95543256868,-8872.42472170124,-12001.6129960845,0
12.7326230339929,-7582.59876536252,-8708.54043569293,-11869.650626148,0
12.7326230339929,-7663.75646435097,-8829.63278640824,-11576.5153976711,0
13.7326230339929,-7467.2471610792,-8792.95558754279,-11144.9907811837,0
13.7326230339929,-7732.30509063881,-8342.99887412384,-11305.9729048264,0
14.7326230339929,-8118.32447441528,-8587.80524542339,-10995.2040480584,0
14.7326230339929,-8133.7683912823,-8502.2288546373,-10951.18355563,0
15.7326230339929,-8506.8121921625,-8801.60410619032,-11268.0447094258,0
15.7326230339929,-8384.8503147075,-8369.56151355913,-11588.1764057329,0
16.7326230339929,-8267.24542070087,-8446.64646149583,-11995.5450084064,0
16.7326230339929,-8043.65737179993,-8800.68222085124,-12016.9241465031,0
17.7326230339929,-7579.00659145508,-8684.85190937359,-11862.3428616346,0
17.7326230339929,-7666.99708766257,-8929.71624912246,-11574.5220309947,0
18.7326230339929,-7465.76429074677,-8794.77317892125,-11166.1922740325,0
18.7326230339929,-7727.32915374776,-9247.97799545171,-11312.5177297489,0
19.7326230339929,-8125.75752557721,-9636.56482054776,-11014.2700580325,0
19.7326230339929,-8133.15317773959,-9538.71407810709,-10952.0063336202,0
20.7326230339929,-8506.54852921562,-9707.3162479095,-11268.2616236232,0
20.7326230339929,-8393.94762134971,-9381.50551351969,-11567.4835392781,0
21.7326230339929,-8272.25875659147,-9529.52514391596,-11992.9420380373,0
21.7326230339929,-8044.12298934441,-9719.6560478133,-12018.5659625837,0
22.7326230339929,-7581.49549487559,-9631.40749850886,-11861.0937350494,0
22.7326230339929,-7675.67926540971,-10028.7400796513,-11560.3552899625,0
23.7326230339929,-7453.89945813734,-9773.59288497426,-11175.7103194198,0
23.7326230339929,-7721.06295137201,-10128.0606027745,-11306.7620237171,0
24.7326230339929,-8125.96882992471,-9699.90750609728,-10996.3559372448,0
24.7326230339929,-8133.94416658022,-9622.81320841069,-10956.0155063727,0
25.7326230339929,-8499.98313484341,-9569.44670599297,-11280.5808540773,0
25.7326230339929,-8383.73956442066,-9390.99176975729,-11573.9236470018,0
26.7326230339929,-8278.77927216422,-9642.58418952644,-11986.3972131148,0
26.7326230339929,-8037.23970347596,-9622.75150006142,-12030.2344504454,0
27.7326230339929,-7584.837095486,-9598.8329698948,-11847.876928606,0
27.7326230339929,-7675.96536775632,-9143.66844578756,-11549.6142972898,0
28.7326230339929,-7451.98275941005,-8801.17962754535,-11188.9682647627,0
28.7326230339929,-7725.20489057293,-9032.11470990924,-11305.4904577321,0
29.7326230339929,-8129.7255594302,-8744.47713436716,-10992.1074108951,0
29.7326230339929,-8127.34698305838,-8715.0927404153,-10956.5503120664,0
30.7326230339929,-8493.81603981648,-8464.57741183339,-11284.4591303313,0
30.7326230339929,-8392.29271561932,-8425.28041304898,-11557.6027235951,0
31.7326230339929,-8277.64608247764,-8760.4595968278,-11986.1840388173,0
31.7326230339929,-8026.40521330433,-8560.36746939848,-12045.2426689676,0
32.7326230339929,-7592.88536019064,-8586.19895839243,-11841.2199066849,0
32.7326230339929,-7683.59102376597,-8253.34038253611,-11551.5590452667,0
33.7326230339929,-7440.59850394493,-7825.24525430816,-11198.1758984536,0
33.7326230339929,-7725.91173166456,-7939.25610445736,-11307.6446401066,0
34.7326230339929,-8134.3256363757,-7806.36436938186,-10983.4682419974,0
34.7326230339929,-8135.46817581216,-7807.2974744208,-10957.0140596609,0
35.7326230339929,-8493.13350807456,-7363.54525502835,-11283.7822084393,0
35.7326230339929,-8392.40304266801,-7461.68022986565,-11548.5633854022,0
36.7326230339929,-8281.80672117835,-7883.89810531324,-11980.1814993885,0
36.7326230339929,-8017.88011135533,-7506.67309628258,-12059.4505488993,0
37.7326230339929,-7593.95310162799,-7572.1849238064,-11827.4121960485,0
37.7326230339929,-7687.05230117496,-7381.81653626187,-11537.6840164311,0
38.7326230339929,-7432.94105878565,-7832.67830547009,-11209.5863332184,0
38.7326230339929,-7724.43634113204,-7837.94782450766,-11296.3314427407,0
39.7326230339929,-8138.70318927383,-7867.45937505801,-10979.2571146473,0
39.7326230339929,-8131.47022275953,-7878.32191447931,-10972.5832631764,0
40.7326230339929,-8488.5895296284,-8229.04973232391,-11289.889465067,0
40.7326230339929,-8389.62803690089,-8465.44506862311,-11552.550118755,0
41.7326230339929,-8283.97212325269,-7981.16542336082,-11980.9219995797,0
41.7326230339929,-8011.88131182641,-8382.37254085735,-12071.2948120589,0
42.7326230339929,-7601.17484844243,-8520.68900081858,-11819.3040929445,0
42.7326230339929,-7693.7504619956,-8463.0571425014,-11531.1429314086,0
43.7326230339929,-7437.95252472628,-8823.96309807541,-11215.0465871537,0
43.7326230339929,-7723.54250504263,-8657.43844269839,-11297.6927663245,0
44.7326230339929,-8146.41112308251,-8883.96044311457,-10973.5836864146,0
44.7326230339929,-8132.33039974933,-8948.97673389426,-10973.9352370104,0
45.7326230339929,-8481.31168431463,-9021.78510623163,-11295.0860560554,0
45.7326230339929,-8403.86957593216,-9463.29525560065,-11550.270649732,0
46.7326230339929,-8295.98094201041,-9062.80806884559,-11976.5818456811,0
46.7326230339929,-7998.77296248171,-9223.10953069635,-12089.8391059892,0
47.7326230339929,-7612.76105850516,-9466.18432831642,-11815.0985754443,0
47.7326230339929,-7699.33039272949,-9533.43333936965,-11525.1946205291,0
48.7326230339929,-7430.11369441915,-9818.99901033629,-11236.2013312531,0
48.7326230339929,-7726.94955390226,-9495.20034212264,-11291.2769679505,0
49.7326230339929,-8154.04425889207,-9895.08914488478,-10979.5619164937,0
49.7326230339929,-8132.74178874446,-10013.5224267316,-10980.130381287,0
50.7326230339929,-8482.07836380554,-9908.3470902277,-11293.9696959186,0
50.7326230339929,-8406.28555130353,-9482.98021901742,-11542.2018155776,0
-149.267376966007,3473.73479184276,4557.78789297847,-4131.85558627491,0
-48.2673769660071,3774.80608802568,4548.97855863284,-4252.64126519385,0
-48.2673769660071,4163.53315937007,4292.2194670749,-3958.35601748052,0
-47.2673769660071,4059.65930805076,4088.71094103606,-3682.42058889979,0
-47.2673769660071,4341.21393631492,3902.28253809485,-3411.70419070722,0
-46.2673769660071,4043.06163204741,4305.61017886625,-3436.94290555819,0
-46.2673769660071,3613.70428758441,4755.17046288989,-3125.8411976941,0
-45.2673769660071,3636.68971271208,4636.69230224361,-3148.48255202585,0
-45.2673769660071,3295.2106674579,4918.05432566005,-3446.36745344653,0
-44.2673769660071,3366.55299901264,5205.56474460365,-3684.64395942345,0
-44.2673769660071,3468.08380300971,5446.26844565181,-4141.16980711456,0
-43.2673769660071,3778.21687678527,5625.69762582594,-4261.02051104457,0
-43.2673769660071,4156.04961955873,5309.37314767373,-3950.45547882413,0
-42.2673769660071,4055.5117589999,4985.84375225689,-3674.46395174406,0
-42.2673769660071,4347.67274353839,4869.77408718208,-3421.8337097372,0
-41.2673769660071,4043.349604344,4416.17658115627,-3427.91291711518,0
-41.2673769660071,3605.7794395783,4706.66396046459,-3119.09254822406,0
-40.2673769660071,3632.32150956383,4560.74989374337,-3146.41251740038,0
-40.2673769660071,3295.84271055041,5034.86636087607,-3456.41469467749,0
-39.2673769660071,3363.24692745181,5185.72457533871,-3676.46666817033,0
-39.2673769660071,3463.76047866093,5343.57079286856,-4136.13777172418,0
-38.2673769660071,3780.04194796365,5694.11535561533,-4275.02830632861,0
-38.2673769660071,4149.12706474075,5341.87287828868,-3943.69186975426,0
-37.2673769660071,4046.8015320031,4879.1406666211,-3667.28521377911,0
-37.2673769660071,4353.70520216692,4860.21116299538,-3430.13441768886,0
-36.2673769660071,4041.16550276987,4540.69655018096,-3421.88045848665,0
-36.2673769660071,3603.86835070094,4663.19510327961,-3118.80831582743,0
-35.2673769660071,3637.66956650047,4483.59575765749,-3146.41251740038,0
-35.2673769660071,3302.99713916564,4190.42874003091,-3460.54728412853,0
-34.2673769660071,3360.04183318978,4187.67617366353,-3671.48886132931,0
-34.2673769660071,3460.35716970125,4254.45956717228,-4137.15128461217,0
-33.2673769660071,3791.59075902682,3833.64041430812,-4287.11192308544,0
-33.2673769660071,4147.36931176158,3422.30377778161,-3935.16489785529,0
-32.2673769660071,4042.41088945512,3789.60683222983,-3664.56256661137,0
-32.2673769660071,4358.58203170914,3861.65974477615,-3440.15734957011,0
-31.2673769660071,4046.08347121161,3687.79553573608,-3429.54725339581,0
-31.2673769660071,3596.75880088517,3640.85605139222,-3106.37688837472,0
-30.2673769660071,3632.25793126458,3422.61231952795,-3156.19235578451,0
-30.2673769660071,3301.18702758709,3334.50775637181,-3462.41723410637,0
-29.2673769660071,3355.73346844083,3179.58988050727,-3671.27568703183,0
-29.2673769660071,3453.36355678411,3175.39184280701,-4128.66919151266,0
-28.2673769660071,3800.37578402273,2917.01150461828,-4295.32848328809,0
-28.2673769660071,4145.02813438931,2480.04533369543,-3929.09878012716,0
-27.2673769660071,4041.55819226522,2720.21796894988,-3652.355533156,0
-27.2673769660071,4358.64187010843,2866.4443173174,-3450.84972354342,0
-26.2673769660071,4046.49486020673,2805.08751864435,-3424.29643385803,0
-26.2673769660071,3587.26319489768,2622.98431000189,-3109.54084373723,0
-25.2673769660071,3635.26481082896,2372.48020111985,-3156.48406798105,0
-25.2673769660071,3303.5244650594,2459.43848493958,-3470.34208211248,0
-24.2673769660071,3347.8273199345,2188.9502206443,-3663.67247042191,0
-24.2673769660071,3447.74996695062,2096.11655399419,-4123.53056897355,0
-23.2673769660071,3809.36276361626,2002.36661185493,-4308.70984532955,0
-23.2673769660071,4147.39923096122,1538.43576225156,-3920.71766432646,0
-22.2673769660071,4032.80682636891,1642.49473861867,-3651.932924461,0
-22.2673769660071,4370.60954996664,1870.15366862138,-3467.23796514926,0
-21.2673769660071,4049.02303257678,1925.34150231752,-3420.68743040079,0
-21.2673769660071,3592.34197903751,1592.43056786183,-3097.38990878119,0
-20.2673769660071,3632.19061306538,1313.970706811,-3157.60603796776,0
-20.2673769660071,3319.16472667409,1569.0449734389,-3477.71342492514,0
-19.2673769660071,3358.4785550083,1192.41086860124,-3676.29837267232,0
-19.2673769660071,3444.36161759077,1022.74469726143,-4124.79465515857,0
-18.2673769660071,3814.98757314961,1095.60542819818,-4321.57884107708,0
-18.2673769660071,4139.69877695246,1577.69910193637,-3914.06812220524,0
-17.2673769660071,4027.10347893648,1544.58789767867,-3643.81734155716,0
-17.2673769660071,4373.81838412862,1858.61233735812,-3477.61244762634,0
-16.2673769660071,4051.2407932505,2029.16486498743,-3412.72518339512,0
-16.2673769660071,3579.57022068882,2517.31717665383,-3104.29002419944,0
-15.2673769660071,3632.40752726281,2225.41985506221,-3167.05676515578,0
-15.2673769660071,3326.96989788162,2654.76223992539,-3471.58746879772,0
-14.2673769660071,3339.75661583012,3117.39347429417,-3650.64639887625,0
-14.2673769660071,3434.37234480912,2868.07491369808,-4123.37349317541,0
-13.2673769660071,3832.53892364167,3143.0323584404,-4328.04886800043,0
-13.2673769660071,4137.26036218135,3575.73691336374,-3905.47383210707,0
-12.2673769660071,4020.22206301801,3405.5845550297,-3643.33489446287,0
-12.2673769660071,4377.49096588511,3806.31109538192,-3489.27719558814,0
-11.2673769660071,4053.70164742135,4107.27019456617,-3413.21885018927,0
-11.2673769660071,3575.43389133783,4419.40411481803,-3101.99372562665,0
-10.2673769660071,3637.44517250313,4110.87919802341,-3173.0480848848,0
-10.2673769660071,3337.99138305103,3767.2758895944,-3471.88292089422,0
-9.26737696600711,3343.29830108816,4077.40896336997,-3645.4254985381,0
-9.26737696600711,3429.04672727222,3752.06197657466,-4124.3196878642,0
-8.26737696600711,3837.74486437999,4187.06843992073,-4341.08989914592,0
-8.26737696600711,4133.47932332614,4590.99446468504,-3890.35341658621,0
-7.26737696600711,4014.91514498089,4289.90446900233,-3627.5749560496,0
-7.26737696600711,4385.19515979383,4766.91374875076,-3504.30785351006,0
-6.26737696600711,4053.16684172768,5206.53337869217,-3408.45047774577,0
-6.26737696600711,3567.25099023478,5356.57255506452,-3098.4782196683,0
-5.26737696600711,3633.26770425262,5013.87243247481,-3172.34872359309,0
-5.26737696600711,3340.28020182392,4870.16303677747,-3478.65213981402,0
-4.26737696600711,3342.66251809569,5042.58551438462,-3645.15622574129,0
-4.26737696600711,3429.28608086938,4630.93659621181,-4117.81600184125,0
-3.26737696600711,3845.84174778406,4263.60549251392,-4353.3717306004,0
-3.26737696600711,4129.22331717657,4634.2538874725,-3889.4259213972,0
-2.26737696600711,4003.67300571408,4183.65765116114,-3629.19433273041,0
-2.26737696600711,4391.04436332453,3768.48574723007,-3515.94268227221,0
-1.26737696600711,4059.46109335311,3363.24514763133,-3403.85040080027,0
-1.26737696600711,4539.7053865632,3353.48026884703,-3091.07321775603,0
-0.267376966007106,4604.02418600116,2969.02790315199,-3177.07595713708,0
-0.267376966007106,4321.8113353448,3022.40562526958,-3477.70220522528,0
0.732623033992894,4319.59357467107,3060.27772217087,-3639.64735310656,0
0.732623033992894,4405.77956914995,3543.74580914277,-4120.90515920465,0
1.73262303399289,4837.6314268834,3357.53806029895,-4361.81268480039,0
1.73262303399289,5104.52751727123,3698.22237681254,-3882.91101567439,0
2.73262303399289,4978.36012231605,4092.14229924541,-3623.53586409745,0
2.73262303399289,5370.96733986447,3746.18098389433,-3519.01688003578,0
3.73262303399289,5047.15558200097,3471.39557454997,-3396.40052008853,0
3.73262303399289,5523.83949045325,3309.81319696439,-3096.46241359218,0
4.73262303399289,5589.16058307933,2895.9091191183,-3186.620181824,0
4.73262303399289,5312.45286515774,3162.12828761415,-3480.15183969625,0
5.73262303399289,5298.09538922785,3044.41867640877,-3628.14342084286,0
5.73262303399289,5386.11393468501,3446.71597474238,-4114.15837968459,0
6.73262303399289,5823.31010945514,3439.488618078,-4372.57237697291,0
6.73262303399289,6091.31695012981,3748.09207277169,-4855.67582369914,0
7.73262303399289,5953.97099420708,3998.62797080336,-4598.45111459672,0
7.73262303399289,6357.8203510223,3722.16521632887,-4510.41012973982,0
8.73262303399289,6021.57342580613,3596.91970671277,-4375.28006454083,0
8.73262303399289,6498.23863475863,3278.74023818254,-4068.54281992504,0
9.73262303399289,6566.91067774501,2815.9369684158,-4161.39331612495,0
9.73262303399289,6292.9480463909,3269.27829129465,-4462.42347340836,0
10.7326230339929,6277.44242117461,3034.4312735771,-4608.47404647797,0
10.7326230339929,6357.64083582442,3343.83319691132,-5093.72980562869,0
11.7326230339929,6809.3927012221,3500.30313125748,-5358.34455704355,0
11.7326230339929,7064.38842995092,3794.24617812486,-5822.46801149464,0
12.7326230339929,6929.83991919504,3918.42955615354,-5568.32124005576,0
12.7326230339929,7343.18862189772,3695.57078774396,-5512.44713471775,0
13.7326230339929,7000.48662935803,3707.86570884829,-5346.56387218313,0
13.7326230339929,7472.91079176078,3244.05827594345,-5039.11230667579,0
14.7326230339929,7550.92884473642,3712.32366959547,-5150.64360315438,0
14.7326230339929,7276.80539768422,3374.65184249619,-5455.35382199419,0
15.7326230339929,7260.2638201802,3022.40936516953,-5578.94629582987,0
15.7326230339929,7334.86734449631,3240.95415898023,-5096.96855899031,0
16.7326230339929,7794.69739379827,3548.80028393289,-5376.65884712656,0
16.7326230339929,8039.5392941474,3839.07448894374,-5820.77383681472,0
17.7326230339929,7901.4303986337,3829.7340888044,-5560.09346015324,0
17.7326230339929,8326.74304129463,3673.55399670481,-5520.70109391996,0
18.7326230339929,7991.82752046268,3819.15765172971,-5347.82047856824,0
18.7326230339929,8448.51044395193,4176.6976973436,-5039.91264526631,0
19.7326230339929,8527.2615173189,4616.0312249384,-5153.82251811671,0
19.7326230339929,8260.35981708113,4510.1060384934,-5458.89550725223,0
20.7326230339929,8238.75067513715,4961.8466841912,-5580.51331391131,0
20.7326230339929,8320.73676196579,5110.18607603369,-5091.28017115771,0
21.7326230339929,8784.35906982282,4623.90745424509,-5393.13684633133,0
21.7326230339929,9020.38228607643,4884.40831570869,-5805.33178989767,0
22.7326230339929,8884.74920433341,4729.68304469186,-5550.32858136893,0
22.7326230339929,9304.50061576022,4632.17076319718,-5521.01524551624,0
23.7326230339929,8970.59112801636,4910.66428334761,-5355.45735427776,0
23.7326230339929,9430.84191606333,5123.92646847089,-5031.47543096627,0
24.7326230339929,9514.98218526645,5518.55323199538,-5154.50317990865,0
